id,user_id,category_id,amount,date,description,type
104,1,17,46.71,1656716400,Transaction description104,Expense
105,1,23,365.58,1684623600,Transaction description105,Income
106,1,24,182.58,1709769600,Transaction description106,Expense
107,1,16,459.59,1713135600,Transaction description107,Expense
108,1,2,56.8,1687647600,Transaction description108,Expense
109,1,31,158.72,1706054400,Transaction description109,Income
110,1,10,213.05,1675382400,Transaction description110,Expense
111,1,27,98.27,1696374000,Transaction description111,Income
112,1,18,430.62,1709856000,Transaction description112,Expense
113,1,10,472.1,1643760000,Transaction description113,Income
114,1,18,15.27,1710201600,Transaction description114,Income
115,1,21,409.84,1677369600,Transaction description115,Income
116,1,19,374.49,1689289200,Transaction description116,Expense
117,1,24,211.72,1711670400,Transaction description117,Income
118,1,4,274.96,1687474800,Transaction description118,Income
119,1,2,309.83,1714345200,Transaction description119,Income
120,1,13,288.84,1642118400,Transaction description120,Income
121,1,5,235.46,1730073600,Transaction description121,Income
122,1,23,316.41,1648339200,Transaction description122,Income
123,1,4,194.8,1696028400,Transaction description123,Expense
124,1,28,75.19,1697497200,Transaction description124,Expense
125,1,21,64.16,1673222400,Transaction description125,Income
126,1,31,90.41,1646784000,Transaction description126,Income
127,1,22,274.67,1654038000,Transaction description127,Expense
128,1,3,241.75,1714258800,Transaction description128,Expense
129,1,11,472.91,1659222000,Transaction description129,Expense
130,1,7,204.8,1707350400,Transaction description130,Income
131,1,25,266.88,1696374000,Transaction description131,Expense
132,1,9,17.51,1665183600,Transaction description132,Income
133,1,31,402.51,1641600000,Transaction description133,Income
134,1,16,395.27,1715986800,Transaction description134,Income
135,1,25,229.68,1673913600,Transaction description135,Expense
136,1,20,52.39,1726614000,Transaction description136,Income
137,1,23,290.76,1701129600,Transaction description137,Income
138,1,10,419.03,1692140400,Transaction description138,Expense
139,1,24,348.98,1728946800,Transaction description139,Income
140,1,32,132.2,1723244400,Transaction description140,Income
141,1,31,346.14,1713999600,Transaction description141,Expense
142,1,2,209.11,1683154800,Transaction description142,Expense
143,1,22,19.35,1652050800,Transaction description143,Income
144,1,2,23.14,1703030400,Transaction description144,Expense
145,1,31,122.79,1672185600,Transaction description145,Income
146,1,17,331.78,1682031600,Transaction description146,Income
147,1,24,257.01,1678492800,Transaction description147,Income
148,1,4,276.24,1691881200,Transaction description148,Expense
149,1,16,205.06,1686092400,Transaction description149,Expense
150,1,30,217.31,1643500800,Transaction description150,Expense
151,1,9,367.57,1657062000,Transaction description151,Income
152,1,3,49.02,1699488000,Transaction description152,Expense
153,1,16,479.76,1649372400,Transaction description153,Expense
154,1,6,115.31,1684018800,Transaction description154,Income
155,1,8,249.71,1698447600,Transaction description155,Income
156,1,15,255.1,1672876800,Transaction description156,Income
157,1,22,179.4,1648080000,Transaction description157,Expense
158,1,23,397.94,1673308800,Transaction description158,Income
159,1,22,145.29,1694991600,Transaction description159,Expense
160,1,25,106.2,1708473600,Transaction description160,Expense
161,1,25,328.49,1655247600,Transaction description161,Income
162,1,12,198.18,1701302400,Transaction description162,Income
163,1,6,288.41,1700179200,Transaction description163,Expense
164,1,12,259.47,1648940400,Transaction description164,Expense
165,1,26,188.67,1727478000,Transaction description165,Income
166,1,31,425.22,1705190400,Transaction description166,Expense
167,1,15,487.06,1702684800,Transaction description167,Income
168,1,20,446.04,1676332800,Transaction description168,Income
169,1,31,279.18,1647475200,Transaction description169,Income
170,1,32,288.57,1646006400,Transaction description170,Income
171,1,30,231.56,1646611200,Transaction description171,Expense
172,1,21,261.85,1716159600,Transaction description172,Income
173,1,7,89.44,1701820800,Transaction description173,Income
174,1,32,447.18,1698274800,Transaction description174,Expense
175,1,17,354.24,1657234800,Transaction description175,Expense
176,1,11,401.16,1672358400,Transaction description176,Expense
177,1,4,382.25,1729551600,Transaction description177,Expense
178,1,16,126.38,1661209200,Transaction description178,Expense
179,1,31,469.67,1684364400,Transaction description179,Income
180,1,9,155.05,1700179200,Transaction description180,Expense
181,1,7,389.57,1643932800,Transaction description181,Expense
182,1,20,326.41,1702425600,Transaction description182,Expense
183,1,24,143.25,1643155200,Transaction description183,Expense
184,1,24,275.62,1672876800,Transaction description184,Expense
185,1,19,137.59,1670284800,Transaction description185,Expense
186,1,19,178.04,1688425200,Transaction description186,Expense
187,1,31,490.46,1656889200,Transaction description187,Income
188,1,21,114.51,1727737200,Transaction description188,Income
189,1,18,323.63,1695250800,Transaction description189,Income
190,1,19,265.03,1646956800,Transaction description190,Expense
191,1,16,408.81,1716159600,Transaction description191,Expense
192,1,29,449.1,1662937200,Transaction description192,Expense
193,1,1,316.57,1688338800,Transaction description193,Expense
194,1,25,496.57,1716505200,Transaction description194,Expense
195,1,4,184.28,1681426800,Transaction description195,Expense
196,1,2,366.03,1647302400,Transaction description196,Expense
197,1,32,326.79,1664751600,Transaction description197,Income
198,1,7,100.48,1654988400,Transaction description198,Expense
199,1,3,473.21,1660604400,Transaction description199,Income
200,1,25,239.14,1704240000,Transaction description200,Income
201,1,9,35.29,1692918000,Transaction description201,Income
202,1,22,35.71,1668124800,Transaction description202,Income
203,1,16,442.79,1707004800,Transaction description203,Income
204,1,22,93.51,1651446000,Transaction description204,Income
205,1,14,160.53,1706832000,Transaction description205,Income
206,1,4,379.46,1684018800,Transaction description206,Expense
207,1,29,246.26,1690326000,Transaction description207,Income
208,1,15,217.46,1708473600,Transaction description208,Income
209,1,2,242.69,1685401200,Transaction description209,Expense
210,1,2,491.8,1730678400,Transaction description210,Income
211,1,25,273.76,1692831600,Transaction description211,Expense
212,1,1,269.34,1725490800,Transaction description212,Expense
213,1,3,353.41,1719961200,Transaction description213,Income
214,1,19,203.72,1681686000,Transaction description214,Expense
215,1,9,478.43,1728342000,Transaction description215,Income
216,1,30,135.09,1714258800,Transaction description216,Income
217,1,18,34.21,1647907200,Transaction description217,Expense
218,1,23,81.28,1648594800,Transaction description218,Expense
219,1,5,480.62,1700611200,Transaction description219,Expense
220,1,23,432.9,1693263600,Transaction description220,Income
221,1,3,489.04,1707782400,Transaction description221,Expense
222,1,28,51.81,1711411200,Transaction description222,Expense
223,1,32,60.97,1679958000,Transaction description223,Expense
224,1,19,101.13,1683586800,Transaction description224,Income
225,1,1,104.6,1692486000,Transaction description225,Income
226,1,10,404.49,1659049200,Transaction description226,Income
227,1,19,53.23,1705104000,Transaction description227,Income
228,1,6,226.09,1691622000,Transaction description228,Expense
229,1,2,75.8,1676678400,Transaction description229,Expense
230,1,6,149.92,1707782400,Transaction description230,Expense
231,1,5,420.32,1667260800,Transaction description231,Income
232,1,26,122.49,1703116800,Transaction description232,Income
233,1,4,93.7,1717455600,Transaction description233,Expense
234,1,29,302.17,1714172400,Transaction description234,Expense
235,1,30,79.48,1642032000,Transaction description235,Income
236,1,11,439.09,1688684400,Transaction description236,Income
237,1,20,336.02,1674000000,Transaction description237,Expense
238,1,19,17.33,1722553200,Transaction description238,Income
239,1,26,248.56,1657494000,Transaction description239,Income
240,1,8,232.73,1641859200,Transaction description240,Expense
241,1,19,453.7,1652137200,Transaction description241,Expense
242,1,12,372.25,1642032000,Transaction description242,Income
243,1,31,237.85,1644624000,Transaction description243,Expense
244,1,17,397.23,1725490800,Transaction description244,Expense
245,1,20,350.42,1703462400,Transaction description245,Income
246,1,4,71.23,1686783600,Transaction description246,Income
247,1,20,442.37,1680649200,Transaction description247,Expense
248,1,26,179.42,1666652400,Transaction description248,Expense
249,1,7,252.46,1650668400,Transaction description249,Expense
250,1,7,84.5,1694127600,Transaction description250,Income
251,1,8,42.36,1650150000,Transaction description251,Income
252,1,28,342.66,1705968000,Transaction description252,Expense
253,1,28,451.21,1640995200,Transaction description253,Income
254,1,11,359.94,1679097600,Transaction description254,Expense
255,1,21,308.73,1640995200,Transaction description255,Expense
256,1,19,94.98,1674950400,Transaction description256,Income
257,1,6,353.7,1672444800,Transaction description257,Expense
258,1,28,17.76,1666479600,Transaction description258,Income
259,1,26,316.0,1641513600,Transaction description259,Expense
260,1,24,246.9,1696978800,Transaction description260,Income
261,1,19,269.34,1708041600,Transaction description261,Expense
262,1,12,64.09,1694991600,Transaction description262,Income
263,1,12,90.4,1657407600,Transaction description263,Income
264,1,25,193.94,1657148400,Transaction description264,Income
265,1,16,419.34,1716159600,Transaction description265,Income
266,1,5,82.95,1727737200,Transaction description266,Income
267,1,24,101.21,1670025600,Transaction description267,Expense
268,1,5,330.07,1662418800,Transaction description268,Expense
269,1,24,162.78,1675641600,Transaction description269,Income
270,1,6,379.63,1704758400,Transaction description270,Income
271,1,25,344.04,1702684800,Transaction description271,Expense
272,1,2,18.93,1692486000,Transaction description272,Income
273,1,14,145.89,1728428400,Transaction description273,Expense
274,1,31,241.85,1701734400,Transaction description274,Income
275,1,9,396.31,1695250800,Transaction description275,Expense
276,1,15,336.11,1723330800,Transaction description276,Income
277,1,12,343.62,1714950000,Transaction description277,Expense
278,1,14,115.56,1696633200,Transaction description278,Income
279,1,27,81.36,1722898800,Transaction description279,Income
280,1,30,430.0,1654988400,Transaction description280,Expense
281,1,4,112.02,1723676400,Transaction description281,Expense
282,1,21,105.07,1678579200,Transaction description282,Income
283,1,30,318.55,1721170800,Transaction description283,Income
284,1,6,157.78,1656284400,Transaction description284,Expense
285,1,13,289.31,1644105600,Transaction description285,Income
286,1,7,134.44,1659049200,Transaction description286,Expense
287,1,27,343.63,1717369200,Transaction description287,Income
288,1,9,237.63,1642896000,Transaction description288,Expense
289,1,26,273.77,1720652400,Transaction description289,Expense
290,1,19,265.92,1710460800,Transaction description290,Income
291,1,16,264.03,1718060400,Transaction description291,Income
292,1,30,420.0,1658962800,Transaction description292,Income
293,1,28,350.79,1665183600,Transaction description293,Expense
294,1,26,361.45,1656975600,Transaction description294,Expense
295,1,13,486.44,1671926400,Transaction description295,Expense
296,1,17,172.39,1686006000,Transaction description296,Expense
297,1,27,259.11,1710115200,Transaction description297,Income
298,1,32,219.62,1709856000,Transaction description298,Expense
299,1,13,470.95,1692918000,Transaction description299,Expense
300,1,19,293.1,1703203200,Transaction description300,Expense
301,1,8,205.09,1719097200,Transaction description301,Income
302,1,12,223.08,1660345200,Transaction description302,Expense
303,1,11,134.97,1697497200,Transaction description303,Expense
304,1,17,111.93,1718406000,Transaction description304,Expense
305,1,24,171.39,1726700400,Transaction description305,Expense
306,1,32,83.95,1653865200,Transaction description306,Expense
307,1,28,192.98,1717196400,Transaction description307,Income
308,1,27,408.43,1689980400,Transaction description308,Income
309,1,7,58.2,1720566000,Transaction description309,Expense
310,1,19,358.73,1653519600,Transaction description310,Expense
311,1,17,467.77,1693090800,Transaction description311,Expense
312,1,17,351.3,1695769200,Transaction description312,Expense
313,1,1,221.56,1698710400,Transaction description313,Expense
314,1,21,478.83,1683154800,Transaction description314,Income
315,1,22,97.86,1708473600,Transaction description315,Expense
316,1,17,260.88,1653606000,Transaction description316,Income
317,1,5,94.31,1694386800,Transaction description317,Expense
318,1,9,102.63,1702771200,Transaction description318,Income
319,1,29,258.71,1649718000,Transaction description319,Income
320,1,18,172.12,1680476400,Transaction description320,Income
321,1,25,226.79,1665442800,Transaction description321,Expense
322,1,7,110.81,1700006400,Transaction description322,Income
323,1,30,199.81,1668124800,Transaction description323,Income
324,1,4,361.93,1725836400,Transaction description324,Income
325,1,27,435.37,1698188400,Transaction description325,Expense
326,1,18,148.34,1728774000,Transaction description326,Expense
327,1,17,226.48,1648508400,Transaction description327,Expense
328,1,25,444.2,1692918000,Transaction description328,Expense
329,1,31,331.82,1645228800,Transaction description329,Income
330,1,17,422.27,1645401600,Transaction description330,Expense
331,1,2,444.01,1718665200,Transaction description331,Income
332,1,22,94.69,1659826800,Transaction description332,Expense
333,1,23,50.33,1690758000,Transaction description333,Expense
334,1,22,309.08,1713049200,Transaction description334,Expense
335,1,13,200.19,1682290800,Transaction description335,Income
336,1,13,215.17,1672012800,Transaction description336,Income
337,1,21,279.37,1700438400,Transaction description337,Income
338,1,21,107.53,1670025600,Transaction description338,Income
339,1,19,419.73,1680822000,Transaction description339,Expense
340,1,3,93.56,1667865600,Transaction description340,Expense
341,1,32,177.68,1683759600,Transaction description341,Expense
342,1,25,254.02,1724626800,Transaction description342,Expense
343,1,13,72.12,1675987200,Transaction description343,Expense
344,1,19,151.35,1713049200,Transaction description344,Income
345,1,23,200.05,1706832000,Transaction description345,Expense
346,1,20,232.07,1666220400,Transaction description346,Expense
347,1,27,170.8,1700784000,Transaction description347,Expense
348,1,30,244.55,1683586800,Transaction description348,Income
349,1,3,292.1,1666047600,Transaction description349,Expense
350,1,7,446.01,1704067200,Transaction description350,Expense
351,1,24,167.0,1711324800,Transaction description351,Expense
352,1,12,269.59,1703462400,Transaction description352,Expense
353,1,9,302.22,1718578800,Transaction description353,Income
354,1,4,47.71,1655074800,Transaction description354,Income
355,1,22,448.02,1653606000,Transaction description355,Income
356,1,25,355.78,1701475200,Transaction description356,Income
357,1,24,456.74,1720047600,Transaction description357,Expense
358,1,15,287.86,1693004400,Transaction description358,Income
359,1,16,488.03,1692658800,Transaction description359,Expense
360,1,26,169.57,1711065600,Transaction description360,Expense
361,1,29,144.42,1651014000,Transaction description361,Expense
362,1,28,342.51,1717542000,Transaction description362,Income
363,1,4,175.49,1669852800,Transaction description363,Expense
364,1,12,253.94,1669939200,Transaction description364,Expense
365,1,27,285.4,1693090800,Transaction description365,Expense
366,1,2,481.42,1683846000,Transaction description366,Expense
367,1,18,321.35,1641859200,Transaction description367,Income
368,1,30,162.55,1679270400,Transaction description368,Income
369,1,7,272.54,1657926000,Transaction description369,Expense
370,1,23,98.02,1720738800,Transaction description370,Income
371,1,30,442.2,1727910000,Transaction description371,Income
372,1,8,353.88,1709424000,Transaction description372,Expense
373,1,8,249.78,1681167600,Transaction description373,Income
374,1,30,21.37,1672790400,Transaction description374,Income
375,1,4,168.84,1730160000,Transaction description375,Income
376,1,11,153.46,1684969200,Transaction description376,Expense
377,1,7,32.06,1704326400,Transaction description377,Income
378,1,31,88.83,1712444400,Transaction description378,Income
379,1,13,333.67,1728860400,Transaction description379,Expense
380,1,6,129.26,1641772800,Transaction description380,Expense
381,1,30,467.1,1658185200,Transaction description381,Expense
382,1,6,68.59,1679616000,Transaction description382,Income
383,1,6,56.55,1730160000,Transaction description383,Income
384,1,27,484.52,1723849200,Transaction description384,Income
385,1,14,40.21,1681340400,Transaction description385,Expense
386,1,18,333.61,1656111600,Transaction description386,Expense
387,1,13,183.8,1674432000,Transaction description387,Expense
388,1,20,214.93,1654815600,Transaction description388,Expense
389,1,23,454.67,1710288000,Transaction description389,Expense
390,1,5,486.29,1659135600,Transaction description390,Income
391,1,23,368.99,1653865200,Transaction description391,Expense
392,1,14,120.75,1669161600,Transaction description392,Income
393,1,14,14.29,1685487600,Transaction description393,Income
394,1,28,426.75,1649718000,Transaction description394,Income
395,1,10,225.14,1701734400,Transaction description395,Expense
396,1,1,386.63,1651273200,Transaction description396,Expense
397,1,3,32.13,1694905200,Transaction description397,Income
398,1,22,268.0,1692658800,Transaction description398,Income
399,1,20,134.4,1730246400,Transaction description399,Income
400,1,18,133.7,1717282800,Transaction description400,Income
401,1,22,436.74,1706659200,Transaction description401,Income
402,1,8,268.87,1651878000,Transaction description402,Expense
403,1,4,241.28,1710547200,Transaction description403,Expense
404,1,6,341.53,1672876800,Transaction description404,Expense
405,1,27,333.31,1691881200,Transaction description405,Income
406,1,5,95.51,1714431600,Transaction description406,Expense
407,1,23,157.42,1686783600,Transaction description407,Expense
408,1,3,223.95,1672185600,Transaction description408,Expense
409,1,31,279.0,1700092800,Transaction description409,Expense
410,1,17,400.7,1672185600,Transaction description410,Income
411,1,18,66.84,1644105600,Transaction description411,Income
412,1,27,403.57,1649199600,Transaction description412,Income
413,1,22,300.87,1716418800,Transaction description413,Expense
414,1,11,322.87,1698534000,Transaction description414,Expense
415,1,3,28.67,1670112000,Transaction description415,Expense
416,1,4,452.37,1653692400,Transaction description416,Income
417,1,21,302.42,1722726000,Transaction description417,Income
418,1,31,370.29,1694559600,Transaction description418,Expense
419,1,4,144.28,1681513200,Transaction description419,Expense
420,1,18,113.51,1668729600,Transaction description420,Income
421,1,21,326.23,1690239600,Transaction description421,Expense
422,1,27,10.8,1673568000,Transaction description422,Expense
423,1,1,134.48,1654815600,Transaction description423,Expense
424,1,28,15.95,1683673200,Transaction description424,Expense
425,1,14,301.86,1641513600,Transaction description425,Expense
426,1,6,148.7,1719097200,Transaction description426,Income
427,1,31,84.77,1728428400,Transaction description427,Income
428,1,1,429.14,1681599600,Transaction description428,Expense
429,1,28,378.15,1697497200,Transaction description429,Income
430,1,15,241.79,1678924800,Transaction description430,Income
431,1,24,189.41,1706745600,Transaction description431,Expense
432,1,27,266.72,1687215600,Transaction description432,Income
433,1,7,167.85,1688770800,Transaction description433,Income
434,1,3,90.15,1688252400,Transaction description434,Income
435,1,24,328.78,1675209600,Transaction description435,Expense
436,1,25,351.41,1645315200,Transaction description436,Expense
437,1,16,300.27,1726614000,Transaction description437,Income
438,1,3,250.41,1668470400,Transaction description438,Expense
439,1,15,137.7,1653433200,Transaction description439,Expense
440,1,10,169.93,1651532400,Transaction description440,Expense
441,1,7,328.46,1675987200,Transaction description441,Income
442,1,24,320.27,1668470400,Transaction description442,Expense
443,1,19,241.93,1725490800,Transaction description443,Expense
444,1,21,351.69,1665529200,Transaction description444,Expense
445,1,25,333.81,1648422000,Transaction description445,Income
446,1,30,192.87,1649890800,Transaction description446,Income
447,1,30,237.8,1644537600,Transaction description447,Expense
448,1,10,134.44,1706140800,Transaction description448,Income
449,1,6,250.07,1698969600,Transaction description449,Expense
450,1,21,183.13,1715814000,Transaction description450,Expense
451,1,27,204.9,1704067200,Transaction description451,Expense
452,1,5,33.83,1695510000,Transaction description452,Income
453,1,29,164.1,1642464000,Transaction description453,Income
454,1,11,346.05,1687647600,Transaction description454,Income
455,1,21,439.66,1720998000,Transaction description455,Expense
456,1,12,210.84,1722466800,Transaction description456,Income
457,1,25,373.44,1726095600,Transaction description457,Income
458,1,6,25.66,1647734400,Transaction description458,Expense
459,1,30,406.85,1714345200,Transaction description459,Expense
460,1,19,101.57,1727650800,Transaction description460,Income
461,1,12,321.56,1725750000,Transaction description461,Expense
462,1,11,273.24,1648681200,Transaction description462,Expense
463,1,26,252.2,1656284400,Transaction description463,Expense
464,1,30,26.16,1720652400,Transaction description464,Expense
465,1,9,61.88,1665010800,Transaction description465,Income
466,1,31,296.56,1708473600,Transaction description466,Expense
467,1,28,383.24,1712703600,Transaction description467,Expense
468,1,6,143.04,1696546800,Transaction description468,Income
469,1,20,206.03,1727132400,Transaction description469,Income
470,1,29,132.03,1658530800,Transaction description470,Income
471,1,24,239.61,1713481200,Transaction description471,Expense
472,1,2,44.52,1696633200,Transaction description472,Income
473,1,5,44.96,1716937200,Transaction description473,Expense
474,1,24,318.98,1679616000,Transaction description474,Income
475,1,2,407.37,1713826800,Transaction description475,Expense
476,1,5,231.07,1665615600,Transaction description476,Income
477,1,25,94.56,1689116400,Transaction description477,Income
478,1,20,86.8,1699228800,Transaction description478,Income
479,1,7,409.31,1668729600,Transaction description479,Expense
480,1,17,312.29,1695423600,Transaction description480,Expense
481,1,25,330.38,1662591600,Transaction description481,Income
482,1,16,209.94,1657234800,Transaction description482,Income
483,1,11,317.53,1703548800,Transaction description483,Income
484,1,14,283.95,1715641200,Transaction description484,Income
485,1,14,416.05,1692745200,Transaction description485,Income
486,1,5,393.26,1669161600,Transaction description486,Income
487,1,4,171.49,1720306800,Transaction description487,Income
488,1,21,457.61,1691017200,Transaction description488,Expense
489,1,3,274.2,1677888000,Transaction description489,Expense
490,1,3,442.17,1711756800,Transaction description490,Expense
491,1,25,89.73,1644278400,Transaction description491,Expense
492,1,11,283.92,1709510400,Transaction description492,Expense
493,1,25,455.3,1699142400,Transaction description493,Income
494,1,27,195.16,1644710400,Transaction description494,Expense
495,1,4,73.54,1713826800,Transaction description495,Expense
496,1,18,194.08,1647561600,Transaction description496,Income
497,1,28,169.22,1641686400,Transaction description497,Expense
498,1,28,452.96,1650841200,Transaction description498,Income
499,1,2,401.69,1659826800,Transaction description499,Income
500,1,28,94.91,1702512000,Transaction description500,Income
501,1,8,496.88,1647388800,Transaction description501,Expense
502,1,20,103.1,1647129600,Transaction description502,Expense
503,1,29,195.06,1704499200,Transaction description503,Income
504,1,2,127.13,1642464000,Transaction description504,Expense
505,1,19,295.16,1662246000,Transaction description505,Expense
506,1,11,406.32,1663714800,Transaction description506,Expense
507,1,22,27.84,1689030000,Transaction description507,Expense
508,1,8,276.29,1689634800,Transaction description508,Income
509,1,30,86.97,1722898800,Transaction description509,Income
510,1,24,115.69,1657407600,Transaction description510,Expense
511,1,18,170.55,1717196400,Transaction description511,Income
512,1,25,327.7,1661382000,Transaction description512,Expense
513,1,9,208.18,1650495600,Transaction description513,Income
514,1,1,100.77,1688338800,Transaction description514,Expense
515,1,7,323.79,1668643200,Transaction description515,Expense
516,1,10,405.57,1666825200,Transaction description516,Income
517,1,28,63.93,1669334400,Transaction description517,Expense
518,1,14,287.23,1715382000,Transaction description518,Expense
519,1,32,69.5,1694559600,Transaction description519,Expense
520,1,27,43.57,1690239600,Transaction description520,Income
521,1,17,116.31,1654988400,Transaction description521,Expense
522,1,20,143.46,1720566000,Transaction description522,Expense
523,1,28,478.86,1683932400,Transaction description523,Income
524,1,14,252.42,1685574000,Transaction description524,Expense
525,1,32,450.46,1652655600,Transaction description525,Expense
526,1,28,410.92,1674432000,Transaction description526,Income
527,1,2,443.98,1719356400,Transaction description527,Income
528,1,11,76.55,1694214000,Transaction description528,Expense
529,1,17,360.48,1705536000,Transaction description529,Expense
530,1,1,483.7,1715641200,Transaction description530,Income
531,1,26,132.0,1708473600,Transaction description531,Income
532,1,7,345.23,1668643200,Transaction description532,Expense
533,1,29,274.52,1720911600,Transaction description533,Income
534,1,27,73.61,1653001200,Transaction description534,Expense
535,1,28,135.02,1723417200,Transaction description535,Expense
536,1,17,279.66,1681772400,Transaction description536,Income
537,1,32,380.16,1690412400,Transaction description537,Expense
538,1,24,190.88,1708992000,Transaction description538,Expense
539,1,12,453.3,1670544000,Transaction description539,Income
540,1,11,393.89,1702080000,Transaction description540,Expense
541,1,2,360.64,1719788400,Transaction description541,Income
542,1,30,196.47,1674345600,Transaction description542,Expense
543,1,28,381.71,1704153600,Transaction description543,Income
544,1,10,265.05,1640995200,Transaction description544,Income
545,1,14,285.06,1662418800,Transaction description545,Income
546,1,6,335.67,1714863600,Transaction description546,Income
547,1,10,482.57,1661122800,Transaction description547,Income
548,1,12,37.09,1670371200,Transaction description548,Expense
549,1,29,455.31,1664492400,Transaction description549,Income
550,1,2,167.2,1648166400,Transaction description550,Income
551,1,27,451.15,1724454000,Transaction description551,Income
